Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1878","LBJ_1483","VBILepBor13265_1878","PATRIC.355277.4.NC_008510.CDS.1745916.1747610.fwd","PATRIC","CDS",1745916,1747610,1695,"+","FIG00764203","PLF_171_00062588","PGF_10226556","YP_800814.1",564,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.169","LBJ_0143","VBILepBor13265_0169","PATRIC.355277.4.NC_008510.CDS.174747.177074.fwd","PATRIC","CDS",174747,177074,2328,"+","FIG00764511","PLF_171_00000376","PGF_08225224","YP_799645.1",775,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1879","LBJ_1484","VBILepBor13265_1879","PATRIC.355277.4.NC_008510.CDS.1747673.1748083.rev","PATRIC","CDS",1747673,1748083,411,"-","FIG00768743","PLF_171_00002557","PGF_00327783","YP_800815.1",136,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1880","LBJ_1485","VBILepBor13265_1880","PATRIC.355277.4.NC_008510.CDS.1748080.1748508.rev","PATRIC","CDS",1748080,1748508,429,"-","FIG01955836","PLF_171_00000541","PGF_00051337","YP_800816.1",142,"rsbW","Serine-protein kinase RsbW (EC 2.7.11.1)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1881","LBJ_1486","VBILepBor13265_1881","PATRIC.355277.4.NC_008510.CDS.1748662.1749390.rev","PATRIC","CDS",1748662,1749390,729,"-","FIG00780982","PLF_171_00000501","PGF_00052943","YP_800817.1",242,"xerD","Site-specific tyrosine recombinase XerD",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1883","LBJ_1487","VBILepBor13265_1883","PATRIC.355277.4.NC_008510.CDS.1749740.1750417.fwd","PATRIC","CDS",1749740,1750417,678,"+","FIG00766387","PLF_171_00002489","PGF_00312312","YP_800818.1",225,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1884","LBJ_1488","VBILepBor13265_1884","PATRIC.355277.4.NC_008510.CDS.1750664.1751626.fwd","PATRIC","CDS",1750664,1751626,963,"+","FIG00763850","PLF_171_00002308","PGF_00211199","YP_800819.1",320,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1887","LBJ_1489","VBILepBor13265_1887","PATRIC.355277.4.NC_008510.CDS.1752312.1753748.rev","PATRIC","CDS",1752312,1753748,1437,"-","FIG00002470","PLF_171_00000207","PGF_05144608","YP_800820.1",478,,"Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1888","LBJ_1490","VBILepBor13265_1888","PATRIC.355277.4.NC_008510.CDS.1753738.1755141.rev","PATRIC","CDS",1753738,1755141,1404,"-","FIG00767436","PLF_171_00000286","PGF_00380255","YP_800821.1",467,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1890","LBJ_1491","VBILepBor13265_1890","PATRIC.355277.4.NC_008510.CDS.1755532.1756479.fwd","PATRIC","CDS",1755532,1756479,948,"+","FIG00018396","PLF_171_00001035","PGF_01625234","YP_800822.1",315,"trxB","Thioredoxin reductase (EC 1.8.1.9)","GO:0004791|thioredoxin-disulfide reductase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1891","LBJ_1492","VBILepBor13265_1891","PATRIC.355277.4.NC_008510.CDS.1756553.1757302.rev","PATRIC","CDS",1756553,1757302,750,"-","FIG01445068","PLF_171_00002158","PGF_00392668","YP_800823.1",249,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1892","LBJ_1493","VBILepBor13265_1892","PATRIC.355277.4.NC_008510.CDS.1757350.1758225.rev","PATRIC","CDS",1757350,1758225,876,"-","FIG00767052","PLF_171_00000276","PGF_08225224","YP_800824.1",291,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1894","LBJ_1494","VBILepBor13265_1894","PATRIC.355277.4.NC_008510.CDS.1758404.1762069.fwd","PATRIC","CDS",1758404,1762069,3666,"+","FIG00763162","PLF_171_00000127","PGF_00070405","YP_800825.1",1221,,"cytoplasmic membrane protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1895","LBJ_1495","VBILepBor13265_1895","PATRIC.355277.4.NC_008510.CDS.1762956.1763645.rev","PATRIC","CDS",1762956,1763645,690,"-","FIG01344069","PLF_171_00001723","PGF_00028134","YP_800826.1",229,,"Outer membrane protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1896","LBJ_1496","VBILepBor13265_1896","PATRIC.355277.4.NC_008510.CDS.1763695.1764921.fwd","PATRIC","CDS",1763695,1764921,1227,"+","FIG00031250","PLF_171_00000173","PGF_00012987","YP_800827.1",408,,"D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)","GO:0004617|phosphoglycerate dehydrogenase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1897","LBJ_1497","VBILepBor13265_1897","PATRIC.355277.4.NC_008510.CDS.1765281.1765538.fwd","PATRIC","CDS",1765281,1765538,258,"+","FIG00764261","PLF_171_00002534","PGF_00198679","YP_800828.1",85,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1898","LBJ_1498","VBILepBor13265_1898","PATRIC.355277.4.NC_008510.CDS.1765914.1766342.fwd","PATRIC","CDS",1765914,1766342,429,"+","FIG00765245","PLF_171_00002316","PGF_00098675","YP_800829.1",142,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1900","LBJ_1499","VBILepBor13265_1900","PATRIC.355277.4.NC_008510.CDS.1766781.1766996.rev","PATRIC","CDS",1766781,1766996,216,"-","FIG00766401","PLF_171_00002170","PGF_08225224","YP_800830.1",71,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1901","LBJ_1500","VBILepBor13265_1901","PATRIC.355277.4.NC_008510.CDS.1767425.1768303.rev","PATRIC","CDS",1767425,1768303,879,"-","FIG00764564","PLF_171_00000787","PGF_00041346","YP_800831.1",292,,"Putative hydrolase",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1902","LBJ_1501","VBILepBor13265_1902","PATRIC.355277.4.NC_008510.CDS.1768425.1768889.rev","PATRIC","CDS",1768425,1768889,465,"-","FIG00764165","PLF_171_00002165","PGF_03755438","YP_800832.1",154,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1903","LBJ_1502","VBILepBor13265_1903","PATRIC.355277.4.NC_008510.CDS.1768879.1770414.rev","PATRIC","CDS",1768879,1770414,1536,"-","FIG00767423","PLF_171_00000144","PGF_00163525","YP_800833.1",511,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1905","LBJ_1503","VBILepBor13265_1905","PATRIC.355277.4.NC_008510.CDS.1770689.1771369.fwd","PATRIC","CDS",1770689,1771369,681,"+","FIG00002431","PLF_171_00000827","PGF_05466290","YP_800834.1",226,,"Succinate dehydrogenase cytochrome b subunit",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1906","LBJ_1504","VBILepBor13265_1906","PATRIC.355277.4.NC_008510.CDS.1771388.1773301.fwd","PATRIC","CDS",1771388,1773301,1914,"+","FIG00136922","PLF_171_00000914","PGF_08998238","YP_800835.1",637,"sdhA","Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)","GO:0008177|succinate dehydrogenase (ubiquinone) activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1907","LBJ_1505","VBILepBor13265_1907","PATRIC.355277.4.NC_008510.CDS.1773301.1774032.fwd","PATRIC","CDS",1773301,1774032,732,"+","FIG00026006","PLF_171_00000991","PGF_00054480","YP_800836.1",243,"sdhB","Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1)","GO:0008177|succinate dehydrogenase (ubiquinone) activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1909","LBJ_1506","VBILepBor13265_1909","PATRIC.355277.4.NC_008510.CDS.1775238.1776188.rev","PATRIC","CDS",1775238,1776188,951,"-","FIG00768539","PLF_171_00000467","PGF_00736517","YP_800837.1",316,,"pyridoxal phosphate-dependent deaminase, putative",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1910","LBJ_1507","VBILepBor13265_1910","PATRIC.355277.4.NC_008510.CDS.1776224.1776595.rev","PATRIC","CDS",1776224,1776595,372,"-","FIG01859422","PLF_171_00005510","PGF_02135901","YP_800838.1",123,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1911","LBJ_1508","VBILepBor13265_1911","PATRIC.355277.4.NC_008510.CDS.1776662.1778467.rev","PATRIC","CDS",1776662,1778467,1806,"-","FIG00000165","PLF_171_00000755","PGF_00060414","YP_800839.1",601,"lepA","Translation elongation factor LepA",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1913","LBJ_1509","VBILepBor13265_1913","PATRIC.355277.4.NC_008510.CDS.1778902.1779648.rev","PATRIC","CDS",1778902,1779648,747,"-","FIG00014997","PLF_171_00000352","PGF_00402982","YP_800840.1",248,,"Dolichol kinase (EC 2.7.1.108)","GO:0004168|dolichol kinase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1914","LBJ_1510","VBILepBor13265_1914","PATRIC.355277.4.NC_008510.CDS.1779656.1780009.rev","PATRIC","CDS",1779656,1780009,354,"-","FIG00766397","PLF_171_00001169","PGF_00057555","YP_800841.1",117,,"Anti-sigma-factor antagonist",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1915","LBJ_1511","VBILepBor13265_1915","PATRIC.355277.4.NC_008510.CDS.1780054.1780692.fwd","PATRIC","CDS",1780054,1780692,639,"+","FIG00764851","PLF_171_00006764","PGF_08225224","YP_800842.1",212,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1916","LBJ_1512","VBILepBor13265_1916","PATRIC.355277.4.NC_008510.CDS.1780697.1781026.fwd","PATRIC","CDS",1780697,1781026,330,"+","FIG00765337","PLF_171_00002330","PGF_00313249","YP_800843.1",109,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1917","LBJ_1513","VBILepBor13265_1917","PATRIC.355277.4.NC_008510.CDS.1781038.1782516.fwd","PATRIC","CDS",1781038,1782516,1479,"+","FIG00763680","PLF_171_00000869","PGF_00204519","YP_800844.1",492,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1920","LBJ_1514","VBILepBor13265_1920","PATRIC.355277.4.NC_008510.CDS.1783201.1784295.rev","PATRIC","CDS",1783201,1784295,1095,"-","FIG01306568","PLF_171_00000006","PGF_01000105","YP_800845.1",364,,"Mobile element protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.170","LBJ_0145","VBILepBor13265_0170","PATRIC.355277.4.NC_008510.CDS.178339.178500.fwd","PATRIC","CDS",178339,178500,162,"+","FIG00000471","PLF_171_00001827","PGF_00016418","YP_799646.1",53,"rpmH","LSU ribosomal protein L34p","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1921","LBJ_1515","VBILepBor13265_1921","PATRIC.355277.4.NC_008510.CDS.1784379.1785038.fwd","PATRIC","CDS",1784379,1785038,660,"+",,"PLF_171_00005867","PGF_00384260","YP_800846.1",219,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1922","LBJ_1516","VBILepBor13265_1922","PATRIC.355277.4.NC_008510.CDS.1785085.1785615.fwd","PATRIC","CDS",1785085,1785615,531,"+","FIG01351267","PLF_171_00063535","PGF_00396207","YP_800847.1",176,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1923","LBJ_1517","VBILepBor13265_1923","PATRIC.355277.4.NC_008510.CDS.1785776.1786327.fwd","PATRIC","CDS",1785776,1786327,552,"+","FIG00638284","PLF_171_00006293","PGF_08225224","YP_800848.1",183,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1924","LBJ_1518","VBILepBor13265_1924","PATRIC.355277.4.NC_008510.CDS.1786373.1786600.fwd","PATRIC","CDS",1786373,1786600,228,"+","FIG00638284","PLF_171_00006293","PGF_08225224","YP_800849.1",75,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1926","LBJ_1519","VBILepBor13265_1926","PATRIC.355277.4.NC_008510.CDS.1787015.1787938.fwd","PATRIC","CDS",1787015,1787938,924,"+","FIG00638284","PLF_171_00005062","PGF_08225224","YP_800850.1",307,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.171","LBJ_0146","VBILepBor13265_0171","PATRIC.355277.4.NC_008510.CDS.178828.179082.fwd","PATRIC","CDS",178828,179082,255,"+","FIG00004843","PLF_171_00002445","PGF_03751658","YP_799647.1",84,,"Membrane protein insertion efficiency factor YidD",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1930","LBJ_1520","VBILepBor13265_1930","PATRIC.355277.4.NC_008510.CDS.1789477.1790367.fwd","PATRIC","CDS",1789477,1790367,891,"+","FIG01225294","PLF_171_00001983","PGF_12891880","YP_800851.1",296,,"Carbohydrate Esterase Family 4",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1931","LBJ_1521","VBILepBor13265_1931","PATRIC.355277.4.NC_008510.CDS.1790597.1792642.fwd","PATRIC","CDS",1790597,1792642,2046,"+","FIG01391354","PLF_171_00000415","PGF_01407449","YP_800852.1",681,,"cellulose synthase catalytic subunit-like protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.172","LBJ_0147","VBILepBor13265_0172","PATRIC.355277.4.NC_008510.CDS.179063.180931.fwd","PATRIC","CDS",179063,180931,1869,"+","FIG00002818","PLF_171_00001558","PGF_03751973","YP_799648.1",622,"yidC","Inner membrane protein translocase and chaperone YidC, long form",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1932","LBJ_1522","VBILepBor13265_1932","PATRIC.355277.4.NC_008510.CDS.1792722.1793372.fwd","PATRIC","CDS",1792722,1793372,651,"+","FIG00763022","PLF_171_00002215","PGF_00345805","YP_800853.1",216,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1933","LBJ_1523","VBILepBor13265_1933","PATRIC.355277.4.NC_008510.CDS.1793381.1794868.fwd","PATRIC","CDS",1793381,1794868,1488,"+","FIG00000300","PLF_171_00001135","PGF_00710545","YP_800854.1",495,"lysS","Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)","GO:0004824|lysine-tRNA ligase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1934","LBJ_1524","VBILepBor13265_1934","PATRIC.355277.4.NC_008510.CDS.1795011.1795364.rev","PATRIC","CDS",1795011,1795364,354,"-","FIG01903806","PLF_171_00005893","PGF_02136104","YP_800855.1",117,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1935","LBJ_1525","VBILepBor13265_1935","PATRIC.355277.4.NC_008510.CDS.1795492.1796319.rev","PATRIC","CDS",1795492,1796319,828,"-","FIG00905857","PLF_171_00002196","PGF_00036892","YP_800856.1",275,,"Probable UDP-N-acetyl-D-mannosaminuronic acid transferase (EC 2.4.1.-)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1936","LBJ_1526","VBILepBor13265_1936","PATRIC.355277.4.NC_008510.CDS.1796372.1796989.rev","PATRIC","CDS",1796372,1796989,618,"-","FIG00000407","PLF_171_00002488","PGF_01291823","YP_800857.1",205,"thiE","Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)","GO:0004789|thiamin-phosphate diphosphorylase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1938","LBJ_1527","VBILepBor13265_1938","PATRIC.355277.4.NC_008510.CDS.1797291.1797569.fwd","PATRIC","CDS",1797291,1797569,279,"+","FIG01344069","PLF_171_00002540","PGF_00407949","YP_800858.1",92,,"putative lipoprotein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1939","LBJ_1528","VBILepBor13265_1939","PATRIC.355277.4.NC_008510.CDS.1797559.1798248.rev","PATRIC","CDS",1797559,1798248,690,"-","FIG00000248","PLF_171_00000840","PGF_10233208","YP_800859.1",229,,"16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1940","LBJ_1529","VBILepBor13265_1940","PATRIC.355277.4.NC_008510.CDS.1798258.1798938.rev","PATRIC","CDS",1798258,1798938,681,"-","FIG00765012","PLF_171_00002348","PGF_00000327","YP_800860.1",226,,"FIG00765015: hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.18","LBJ_0014","VBILepBor13265_0018","PATRIC.355277.4.NC_008510.CDS.17983.18876.fwd","PATRIC","CDS",17983,18876,894,"+","FIG00675770","PLF_171_00004995","PGF_02132332","YP_799530.1",297,,"sigma 54 activator",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1941","LBJ_1530","VBILepBor13265_1941","PATRIC.355277.4.NC_008510.CDS.1799042.1800346.rev","PATRIC","CDS",1799042,1800346,1305,"-","FIG00020613","PLF_171_00000852","PGF_10048015","YP_800861.1",434,"imdH","Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain","GO:0003938|IMP dehydrogenase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1942","LBJ_1531","VBILepBor13265_1942","PATRIC.355277.4.NC_008510.CDS.1800639.1801802.fwd","PATRIC","CDS",1800639,1801802,1164,"+","FIG00763535","PLF_171_00001635","PGF_00801523","YP_800862.1",387,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1945","LBJ_1532","VBILepBor13265_1945","PATRIC.355277.4.NC_008510.CDS.1802326.1803864.fwd","PATRIC","CDS",1802326,1803864,1539,"+","FIG00762717","PLF_171_00000543","PGF_08225224","YP_800863.1",512,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1946","LBJ_1533","VBILepBor13265_1946","PATRIC.355277.4.NC_008510.CDS.1804035.1805966.fwd","PATRIC","CDS",1804035,1805966,1932,"+","FIG00015833","PLF_171_00000439","PGF_12861172","YP_800864.1",643,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1947","LBJ_1534","VBILepBor13265_1947","PATRIC.355277.4.NC_008510.CDS.1805973.1807604.fwd","PATRIC","CDS",1805973,1807604,1632,"+","FIG00767405","PLF_171_00001149","PGF_03041013","YP_800865.1",543,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.173","LBJ_0148","VBILepBor13265_0173","PATRIC.355277.4.NC_008510.CDS.180963.181673.fwd","PATRIC","CDS",180963,181673,711,"+","FIG00001656","PLF_171_00002133","PGF_06701488","YP_799649.1",236,,"RNA-binding protein Jag",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1952","LBJ_1536","VBILepBor13265_1952","PATRIC.355277.4.NC_008510.CDS.1810773.1812071.rev","PATRIC","CDS",1810773,1812071,1299,"-","FIG00000289","PLF_171_00000596","PGF_08398205","YP_800866.1",432,,"CCA tRNA nucleotidyltransferase (EC 2.7.7.72)","GO:0001680|tRNA 3'-terminal CCA addition;GO:0001680|CTP:tRNA cytidylyltransferase activity;GO:0001680|CTP:3'-cytidine-tRNA cytidylyltransferase activity;GO:0001680|ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity"
