Systemic ID,Base mean DMC,Base mean IV,Fold Change,P-adjusted,Chromosome,Strand,Start,End,Gene Length,Gene Name,Product
LIC11861,44.60,60.81,0.73,0.8036958,1,-,2255804,2256352,182,-,hypothetical protein
LIC12008,44.57,56.16,0.79,0.668162315,1,-,2416786,2417511,241,-,hypothetical protein
LIC12259,44.54,75.35,0.59,0.409865607,1,+,2727318,2730992,"1,224",-,hypothetical protein
LIC12469,44.52,79.64,0.56,0.224198558,1,+,2989495,2991306,603,-,HSP90 family protein
LIC12827,44.51,35.49,1.25,0.811267273,1,-,3429078,3430391,437,-,hypothetical protein
LIC10922,44.47,66.04,0.67,0.608657316,1,+,1105524,1109021,"1,165",-,histidine kinase sensor protein
LIC10807,44.45,88.64,0.50,0.063276028,1,-,977875,978369,164,gst,glutathione S-transferase
LIC12976,44.45,49.17,0.90,1,1,-,3613989,3615245,418,-,lipoprotein
LIC10741,44.45,37.19,1.20,0.734761717,1,+,903042,904640,532,-,hypothetical protein
LIC11369,44.44,30.26,1.47,0.712085775,1,+,1686210,1686536,108,-,hypothetical protein
LIC11821,44.43,64.06,0.69,0.645820574,1,-,2215506,2216126,206,leuD,isopropylmalate isomerase small subunit
LIC10168,44.35,36.36,1.22,0.746698405,1,+,198377,198775,132,-,hypothetical protein
LIC11383,44.33,28.19,1.57,0.645820574,1,+,1701004,1702086,360,-,hypothetical protein
LIC10232,44.33,38.52,1.15,0.862480281,1,+,267347,268723,458,lolE,lipoprotein releasing system transmembrane protein
LIC11569,44.26,63.93,0.69,0.728997884,1,+,1928812,1929720,302,-,hypothetical protein
LIC12414,44.23,28.29,1.56,0.468398121,1,-,2929139,2929351,70,-,hypothetical protein
LIC20177,44.17,50.39,0.88,0.813990601,2,+,219425,219958,177,-,FimH-like protein
LIC12138,44.12,31.80,1.39,0.714128819,1,-,2584188,2585375,395,wcaI,colanic acid biosynthesis glycosyl-transferase
LIC10530,44.08,37.17,1.19,0.704295306,1,-,642231,642731,166,-,hypothetical protein
LIC11592,44.00,49.27,0.89,1,1,-,1951500,1952630,376,-,permease
LIC20077,43.83,44.47,0.99,1,2,-,86696,88126,476,-,polysaccharide deacetylase
LIC11262,43.78,29.69,1.47,0.56176024,1,+,1558942,1560465,507,rodA,RodA
LIC20240,43.77,34.40,1.27,0.920465568,2,-,303602,304144,180,-,hypothetical protein
LIC11434,43.75,52.67,0.83,0.916523093,1,+,1763774,1765645,623,-,ABC transporter ATP-binding protein
LIC10627,43.75,26.03,1.68,0.28945153,1,-,764654,764872,72,-,hypothetical protein
LIC13324,43.67,53.94,0.81,0.788008073,1,+,4079853,4081064,403,argG,argininosuccinate synthase
LIC20128,43.66,46.89,0.93,0.980707913,2,-,151641,152798,385,cbiG,precorrin methylase
LIC13212,43.63,16.69,2.61,0.037482455,1,-,3940560,3941396,278,-,hypothetical protein
LIC11453,43.30,36.32,1.19,0.919383283,1,+,1790240,1791523,427,hisD,histidinol dehydrogenase
LIC12752,43.28,37.95,1.14,0.731596393,1,+,3348766,3350304,512,nuoN,NADH dehydrogenase I subunit N
LIC11565,43.25,17.15,2.52,0.021050349,1,+,1925498,1925695,65,-,hypothetical protein
LIC12364,43.23,42.72,1.01,0.9972473,1,+,2864056,2866047,663,cagA,CagA
LIC11023,43.23,50.12,0.86,0.878048573,1,-,1253446,1255326,626,-,hypothetical protein
LIC11542,43.22,38.90,1.11,1,1,+,1904563,1905147,194,-,hypothetical protein
LIC11470,43.19,67.09,0.64,0.327928442,1,-,1817325,1818275,316,trxB,thioredoxin reductase
LIC11609,43.17,30.40,1.42,0.658441543,1,-,1969401,1970015,204,ubiX,3-octaprenyl-4-hydroxybenzoate carboxy-lyase
LIC11929,43.10,45.04,0.96,0.993631025,1,-,2332671,2333447,258,-,short-chain dehydrogenase
LIC13105,43.04,28.31,1.52,0.5931584,1,+,3798330,3799667,445,pgi,glucose-6-phosphate isomerase
LIC11625,43.02,37.88,1.14,0.8974382,1,+,1990429,1990869,146,-,hypothetical protein
LIC10856,43.00,56.89,0.76,0.783136302,1,+,1030924,1032093,389,dxr,1-deoxy-D-xylulose 5-phosphate reductoisomerase
LIC11913,42.95,47.12,0.91,0.892788737,1,+,2309760,2311247,495,lysS,lysyl-tRNA synthetase
LIC10166,42.88,49.94,0.86,0.719164003,1,-,196982,197449,155,-,hypothetical protein
LIC10167,42.80,50.80,0.84,0.6904365,1,-,197666,197971,101,-,hypothetical protein
LIC13362,42.77,22.74,1.88,0.158862272,1,-,4123169,4125016,615,eriL,chloride channel
LIC10737,42.75,34.16,1.25,0.80522168,1,+,898773,899576,267,-,3-demethylubiquinone-9 3-methyltransferase
LIC10624,42.74,19.28,2.22,0.077568336,1,+,762057,762581,174,fliL,flagellar protein
LIC12315,42.74,24.06,1.78,0.485911973,1,+,2791576,2792889,437,-,lipoprotein
LIC13154,42.64,45.72,0.93,0.87969694,1,-,3866712,3867491,259,lpxA,UDP-N-acetylglucosamine acyltransferase
LIC11410,42.60,25.33,1.68,0.384881339,1,+,1735548,1736033,161,ilvH,acetolactate synthase 3 regulatory subunit
LIC13223,42.40,24.60,1.72,0.518452344,1,-,3956832,3957368,178,ppa,inorganic pyrophosphatase
LIC12390,42.39,52.48,0.81,0.959432864,1,-,2894653,2896365,570,-,hypothetical protein
LIC11590,42.32,36.50,1.16,0.936615403,1,-,1949939,1950226,95,-,exodeoxyribonuclease VII small subunit
LIC12014,42.26,60.52,0.70,0.612680964,1,+,2423388,2423741,117,-,hypothetical protein
LIC12064,42.22,38.67,1.09,0.697802378,1,+,2499203,2500201,332,-,hypothetical protein
LIC11134,42.21,27.96,1.51,0.704295306,1,+,1399134,1400042,302,-,histone deacetylase
LIC10440,42.21,38.64,1.09,0.848117213,1,-,502348,502692,114,glnB,nitrogen regulatory protein PII
LIC11600,42.17,44.76,0.94,1,1,+,1959527,1960069,180,hslV,ATP-dependent protease peptidase subunit
LIC12024,42.15,20.89,2.02,0.214295025,1,-,2440956,2441747,263,-,hypothetical protein
LIC12747,42.13,49.37,0.85,1,1,+,3343053,3344093,346,nuoH,NADH dehydrogenase subunit I H
LIC10689,42.12,38.06,1.11,0.752395055,1,+,834084,834800,238,phoU,phosphate transport system protein
LIC12510,42.06,62.77,0.67,0.527018283,1,-,3039028,3040299,423,-,recombination factor protein RarA
LIC13026,41.96,44.38,0.95,1,1,-,3688698,3689402,234,-,ThiJ/PfpI family protein
LIC13483,41.83,29.89,1.40,0.499146549,1,+,4259075,4259422,115,-,hypothetical protein
LIC11813,41.83,60.69,0.69,0.728997884,1,-,2204854,2206587,577,ggt,gamma-glutamyltranspeptidase
LIC12551,41.82,48.86,0.86,0.867605412,1,+,3089357,3091057,566,acd3,acyl-CoA dehydrogenase
LIC12417,41.76,44.41,0.94,0.987027574,1,-,2930862,2932331,489,engA,GTP-binding protein EngA
LIC12301,41.76,31.63,1.32,0.8974382,1,-,2776085,2776849,254,pssA,phosphatidylserine synthase
LIC11566,41.75,19.14,2.18,0.099831215,1,-,1925715,1927244,509,-,Mg chelatase subunit ChII
LIC12820,41.73,70.24,0.59,0.457536121,1,-,3423358,3424416,352,pdxA,pyridoxal phosphate biosynthesis protein
LIC20095,41.72,25.50,1.64,0.532944635,2,+,112543,112911,122,-,hypothetical protein
LIC12307,41.69,45.14,0.92,0.946952964,1,-,2781437,2782897,486,-,TolC superfamily outer membrane protein
LIC10345,41.68,68.60,0.61,0.585457901,1,+,390182,391696,504,-,hypothetical protein
LIC12437,41.52,64.31,0.65,0.574233932,1,+,2957365,2957865,166,-,hypothetical protein
LIC12306,41.51,53.91,0.77,0.785396286,1,-,2780238,2781419,393,czcB,heavy metal efflux pump
LIC20218,41.44,55.70,0.74,0.787927589,2,+,278235,278885,216,-,hypothetical protein
LIC12841,41.33,46.98,0.88,0.886319629,1,+,3444916,3446142,408,ywfG,"L,L-diaminopimelate aminotransferase"
LIC10559,41.30,62.11,0.67,0.382676152,1,+,684522,685067,181,-,RNA polymerase ECF-type sigma factor
LIC12146,41.27,28.06,1.47,0.744033226,1,-,2596030,2596893,287,-,polysaccharide deacetylase family protein
LIC11275,41.17,15.50,2.66,0.033594849,1,-,1575267,1575449,60,-,hypothetical protein
LIC10231,41.11,42.04,0.98,0.987027574,1,-,266210,267223,337,-,hypothetical protein
LIC11947,41.06,27.27,1.51,0.650708796,1,-,2356810,2357385,191,-,lipoprotein
LIC12063,41.05,60.69,0.68,0.882067302,1,+,2498457,2499206,249,-,acyltransferase
LIC11159,40.95,47.34,0.86,0.817435222,1,-,1429100,1430572,490,-,dihydrolipoamide dehydrogenase
LIC12506,40.93,26.84,1.52,0.645820574,1,+,3034883,3036475,530,-,adenylate/guanylate cyclase
LIC10948,40.92,56.85,0.72,0.537158674,1,-,1141562,1143058,498,-,ABC transporter ATP-binding protein
LIC10383,40.91,70.10,0.58,0.222976361,1,-,434195,435853,552,yibO,phosphoglyceromutase
LIC12545,40.87,57.08,0.72,0.610807406,1,-,3083960,3084733,257,lolA,outer membrane lipoprotein carrier protein
LIC13494,40.86,23.96,1.71,0.410487823,1,+,4270542,4271372,276,-,hypothetical protein
LIC11740,40.79,36.63,1.11,0.88675648,1,-,2124746,2126080,444,pmbA,hypothetical protein
LIC11613,40.76,53.67,0.76,0.728997884,1,+,1974564,1975661,365,ychF,GTP-dependent nucleic acid-binding protein EngD
LIC12415,40.76,54.22,0.75,0.862038838,1,-,2929440,2930240,266,-,hypothetical protein
LIC13495,40.73,42.32,0.96,0.93503305,1,-,4273100,4275007,635,gidA,tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA
LIC11389,40.44,39.67,1.02,0.974886803,1,-,1705636,1706283,215,flbB,flagellar protein B
LIC10101,40.42,27.35,1.48,0.588616458,1,-,120143,121645,500,met-7,cystathionine gamma-synthase
LIC10417,40.39,18.49,2.18,0.326274253,1,+,475423,475668,81,-,hypothetical protein
LIC13082,40.36,45.30,0.89,1,1,+,3766557,3768233,558,-,histidine kinase response regulator hybrid protein
LIC10537,40.30,10.65,3.79,0.001004689,1,-,653295,655277,660,-,peptidoglycan associated periplasmic protein
LIC12828,40.27,29.36,1.37,0.627594134,1,+,3430449,3432698,749,-,soluble lytic transglycosylase
LIC10729,40.26,13.57,2.97,0.021205989,1,+,888807,889442,211,-,hypothetical protein
LIC12803,40.26,34.53,1.17,0.948962035,1,-,3409237,3409839,200,-,hypothetical protein
LIC11634,40.17,23.03,1.74,0.384881339,1,-,2001334,2002002,222,csgA,CsgA
LIC10069,40.12,23.63,1.70,0.54997177,1,-,87678,88076,132,glo1,glyoxylase I
LIC12245,40.11,66.09,0.61,0.440437689,1,-,2709154,2709411,85,hfq,host factor-1
LIC10813,40.09,53.55,0.75,0.785396286,1,-,983052,985241,729,ccmF,cytochrome C biogenesis protein
LIC20146,40.08,24.30,1.65,0.382676152,2,-,176051,177628,525,-,hypothetical protein
LIC12399,40.07,38.42,1.04,1,1,+,2905189,2905929,246,-,hypothetical protein
LIC12719,40.02,15.04,2.66,0.022417514,1,+,3310286,3311527,413,-,hypothetical protein
LIC10808,40.01,43.88,0.91,0.900998715,1,-,979168,979743,191,-,hypothetical protein
LIC20276,40.00,35.23,1.14,0.848117213,2,+,349231,350169,312,-,hypothetical protein
LIC13209,40.00,21.81,1.83,0.184959215,1,-,3937783,3938010,75,-,bacterioferritin-associated ferredoxin
LIC11440,39.92,11.90,3.36,0.001039251,1,+,1775899,1777350,483,-,histidine kinase response regulator hybrid protein
LIC12818,39.86,70.53,0.57,0.102836029,1,-,3422352,3422852,166,-,hypothetical protein
LIC12123,39.83,32.66,1.22,0.832321781,1,-,2565703,2566587,294,rfbA,glucose-1-phosphate thymidylyltransferase
LIC12540,39.82,46.85,0.85,0.836306881,1,-,3079391,3079717,108,yajC,hypothetical protein
LIC10134,39.80,35.61,1.12,0.80522168,1,+,159908,161134,408,-,hypothetical protein
LIC12743,39.80,35.71,1.11,0.836965101,1,+,3339475,3340011,178,nuoC,NADH dehydrogenase subunit I C
LIC12161,39.78,29.47,1.35,0.726153908,1,-,2610410,2611069,219,nagB,6-phosphogluconolactonase/glucosamine-6-phosphate isomerase/deaminase
LIC12877,39.70,59.60,0.67,0.684316706,1,-,3473251,3474477,408,-,hypothetical protein
LIC20149,39.67,14.07,2.82,0.042220563,2,+,180354,181562,402,-,multidrug-efflux transporter
LIC10274,39.57,58.54,0.68,0.714141011,1,+,311339,312958,539,-,potassium uptake protein
LIC10640,39.57,53.60,0.74,0.771055048,1,-,781584,782588,334,-,hypothetical protein
LIC12296,39.55,39.70,1.00,0.981852971,1,-,2771011,2771679,222,-,ABC transporter permease
LIC13452,39.52,30.18,1.31,0.839649958,1,-,4229360,4229887,175,-,hypothetical protein
LIC11943,39.45,63.10,0.63,0.704295306,1,-,2351931,2352368,145,-,hypothetical protein
LIC10520,39.42,37.45,1.05,1,1,-,627768,628052,94,-,hypothetical protein
LIC10045,39.35,36.26,1.09,0.848117213,1,+,55247,56185,312,-,dTDP-glucose 4-6-dehydratase
LIC12040,39.24,36.56,1.07,0.980228478,1,-,2460628,2461068,146,-,hypothetical protein
LIC12150,39.19,26.73,1.47,0.700782792,1,-,2599599,2600066,155,-,dTDP-4-dehydrorhamnose epimerase
LIC12137,39.09,32.47,1.20,0.848117213,1,-,2582919,2584184,421,-,UDP-glucose lipid carrier transferase
LIC11552,39.07,39.35,0.99,0.974886803,1,+,1915944,1916891,315,fmt,methionyl-tRNA formyltransferase
LIC10626,39.06,27.99,1.40,0.684906292,1,-,764267,764605,112,-,anti-sigma factor antagonist
LIC10920,39.06,54.35,0.72,0.645820574,1,-,1103428,1104183,251,-,lipoprotein
LIC20172,39.05,54.89,0.71,0.380083667,2,+,207557,209710,717,-,lipoprotein
LIC12154,39.01,32.24,1.21,0.90318972,1,-,2604853,2605815,320,-,3-demethylubiquinone-9 3-methyltransferase
LIC12388,39.00,41.43,0.94,1,1,-,2893576,2894103,175,-,cyclic nucleotide binding protein
LIC10326,39.00,21.44,1.82,0.184959215,1,-,370767,372341,524,-,hypothetical protein
LIC11759,39.00,56.14,0.69,0.728997884,1,-,2151822,2152520,232,nth,endonuclease III
LIC10130,38.96,17.65,2.21,0.077568336,1,-,154396,155049,217,engB,ribosome biogenesis GTP-binding protein YsxC
LIC11536,38.95,39.34,0.99,0.942729818,1,+,1898142,1899413,423,-,hypothetical protein
LIC10040,38.91,34.62,1.12,0.97755281,1,-,49034,50002,322,kpsF,polysialic acid capsule expression protein
LIC10844,38.90,31.84,1.22,0.953945329,1,+,1023346,1024167,273,-,hypothetical protein
LIC10057,38.87,43.59,0.89,0.919383283,1,+,70123,71331,402,-,hypothetical protein
LIC12248,38.79,24.65,1.57,0.528935878,1,+,2711173,2711925,250,pdxJ,pyridoxine 5'-phosphate synthase
LIC10035,38.76,36.54,1.06,0.953945329,1,+,41921,44176,751,rnR,ribonuclease R
LIC11855,38.72,40.39,0.96,0.996409467,1,-,2250057,2251112,351,ddlA,D-alanyl-alanine synthetase A
LIC10570,38.71,19.34,2.00,0.091729287,1,-,695312,695686,124,-,anti-sigma factor antagonist
LIC11626,38.66,43.78,0.88,0.971610563,1,+,1990894,1991739,281,-,inositol monophosphatase family protein
LIC20199,38.64,56.07,0.69,0.631871786,2,-,254973,256391,472,galU,UTP-glucose-1-phosphate uridyltransferase
LIC12535,38.63,42.11,0.92,0.933770306,1,-,3073779,3074381,200,risA,riboflavin synthase subunit alpha
LIC12619,38.59,30.04,1.28,0.731596393,1,+,3168598,3169674,358,-,hypothetical protein
LIC13436,38.52,18.57,2.07,0.213427821,1,-,4213755,4214429,224,-,hypothetical protein
LIC12541,38.48,56.53,0.68,0.704295306,1,-,3079773,3080783,336,trpD,anthranilate phosphoribosyltransferase
LIC10085,38.47,26.29,1.46,0.627594134,1,-,100517,100603,87,tRNA-Ser-TGA,Ser tRNA
LIC20061,38.44,44.66,0.86,0.993289437,2,-,66779,67852,357,-,thiol-disulfide interchange like protein
LIC10446,38.42,36.71,1.05,0.887866199,1,-,509862,511244,460,-,phosphomannomutase
LIC12734,38.30,29.03,1.32,0.706062914,1,+,3329702,3330496,264,-,hypothetical protein
LIC11777,38.29,67.12,0.57,0.28581848,1,-,2168865,2169971,368,bioB,biotin synthase
LIC11834,38.27,46.34,0.83,0.734727703,1,-,2229958,2230887,309,-,lipoprotein
LIC11572,38.24,53.62,0.71,0.832321781,1,+,1933198,1934424,408,gspF,general secretory pathway protein F
LIC10019,38.20,32.39,1.18,0.908051276,1,+,22359,23102,247,-,3-oxoacyl-ACP reductase
LIC12139,38.15,30.57,1.25,0.861682225,1,-,2585385,2586515,376,rffE,UDP-N-acetylglucosamine 2-epimerase
LIC11014,38.14,44.30,0.86,1,1,+,1237801,1238868,355,-,hypothetical protein
LIC12115,38.07,50.02,0.76,0.728997884,1,-,2555930,2557882,650,-,ankyrin
LIC10657,38.02,24.88,1.53,0.633105484,1,+,802139,803803,554,sphH,hemolysin
LIC10080,37.98,12.11,3.14,0.005989953,1,-,98030,98851,273,-,hypothetical protein
LIC10323,37.96,40.24,0.94,1,1,+,367989,368960,323,-,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase gene"
LIC12346,37.95,67.73,0.56,0.21079679,1,-,2840289,2841275,328,-,ribokinase
LIC11826,37.95,42.04,0.90,1,1,-,2220522,2221298,258,-,hypothetical protein
LIC11257,37.94,38.80,0.98,0.959287798,1,-,1552572,1554134,520,ppx,exopolyphosphatase
LIC12302,37.89,53.33,0.71,0.846380331,1,-,2776846,2777862,338,-,DNA-binding/iron metalloprotein/AP endonuclease
LIC11948,37.83,39.36,0.96,0.974886803,1,-,2357360,2357917,185,-,hypothetical protein
LIC12124,37.82,39.06,0.97,0.981852971,1,-,2566588,2567637,349,rfbB,"dTDP-glucose 4,6-dehydratase"
LIC13277,37.80,38.83,0.97,1,1,+,4018500,4018796,98,-,hypothetical protein
LIC13236,37.76,16.90,2.23,0.075801746,1,+,3971598,3972752,384,arp,ankyrin
LIC13439,37.73,25.67,1.47,0.528935878,1,+,4215862,4217634,590,pa5518,potassium efflux transporter
LIC13496,37.69,33.14,1.14,0.887866199,1,+,4275118,4276074,318,ilvE,branched-chain amino acid aminotransferase
LIC11653,37.69,15.98,2.36,0.089368661,1,-,2018797,2019528,243,-,hypothetical protein
LIC11776,37.65,89.26,0.42,0.089368661,1,-,2167562,2168308,248,-,hypothetical protein
LIC11457,37.52,40.79,0.92,0.996409467,1,+,1796747,1797580,277,bacA,bacitracin resistance protein
LIC12342,37.49,46.87,0.80,0.875510762,1,+,2834668,2837622,984,-,export protein
LIC13165,37.47,40.66,0.92,0.996409467,1,-,3874453,3875310,285,dnaC,DNA replication protein DnaC
LIC11900,37.46,40.09,0.93,0.956051834,1,+,2297776,2298795,339,-,hypothetical protein
LIC10202,37.40,36.23,1.03,1,1,-,230880,231890,336,-,hypothetical protein
LIC11060,37.36,35.81,1.04,1,1,-,1305290,1306660,456,-,hypothetical protein
LIC10121,37.34,41.53,0.90,0.8974382,1,+,141874,142830,318,-,hypothetical protein
LIC11864,37.34,26.57,1.40,0.726790873,1,-,2259118,2260194,358,murG,UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase
LIC13079,37.29,34.82,1.07,0.959432864,1,-,3764569,3764988,139,-,hypothetical protein
LIC10728,37.28,32.37,1.15,0.991660653,1,-,887819,888775,318,ribF,riboflavin biosynthesis protein
LIC13398,37.22,22.46,1.66,0.330688205,1,+,4165941,4166762,273,-,hypothetical protein
LIC11845,37.18,45.83,0.81,0.739790104,1,+,2239309,2240241,310,-,hypothetical protein
LIC12316,37.15,27.41,1.36,0.831584477,1,+,2793177,2793599,140,-,response regulator
LIC12337,37.11,79.07,0.47,0.057546999,1,-,2823637,2824824,395,-,hypothetical protein
LIC12304,37.09,50.74,0.73,0.728997884,1,-,2779245,2779565,106,-,hypothetical protein
LIC10325,37.09,23.21,1.60,0.47186393,1,-,369634,370770,378,hlyX,hemolysin
LIC11025,37.04,58.01,0.64,0.744174552,1,+,1256532,1256873,113,-,anti-sigma factor antagonist
LIC11326,36.98,13.91,2.66,0.030271712,1,+,1636971,1637972,333,flgH,flagellar L-ring protein precursor
LIC10048,36.94,37.78,0.98,0.996409467,1,-,57920,59239,439,hisS,histidyl-tRNA synthetase
LIC10240,36.88,15.70,2.35,0.068413388,1,+,276427,277110,227,-,hypothetical protein
LIC10929,36.84,38.89,0.95,1,1,-,1118133,1121231,"1,032",-,type I restriction enzyme
LIC11875,36.81,23.78,1.55,0.456038498,1,-,2270623,2271861,412,-,hydrolase
LIC12554,36.74,26.32,1.40,0.842880269,1,-,3094124,3095143,339,-,D-3-phosphoglycerate dehydrogenase
LIC10405,36.73,41.90,0.88,0.987027574,1,+,460775,462841,688,-,hypothetical protein
LIC12051,36.72,41.45,0.89,1,1,-,2482018,2485746,"1,242",-,hypothetical protein
LIC11244,36.64,32.83,1.12,1,1,+,1535580,1535963,127,atpC,F0F1 ATP synthase subunit epsilon
LIC12501,36.64,46.09,0.79,0.906979471,1,-,3029437,3030378,313,-,hypothetical protein
LIC12658,36.55,41.93,0.87,0.864132758,1,+,3221940,3222371,143,-,hypothetical protein
LIC20084,36.54,31.11,1.17,0.997490807,2,+,94874,95173,99,-,ferredoxin
LIC12807,36.49,26.12,1.40,0.728997884,1,+,3412218,3412919,233,-,response regulator
LIC11345,36.45,26.09,1.40,0.700782792,1,-,1658322,1660562,746,-,ferrichrome-iron receptor
LIC13344,36.40,35.61,1.02,0.968061751,1,-,4100023,4100610,195,-,hypothetical protein
LIC10707,36.39,65.95,0.55,0.440437689,1,+,852933,854357,474,-,hypothetical protein
LIC10603,36.29,35.67,1.02,0.941721053,1,+,735961,738324,787,-,sulfatase family protein
LIC10859,36.28,74.94,0.48,0.142933193,1,+,1035553,1036746,397,trpB1,tryptophan synthase subunit beta
LIC13208,36.26,32.08,1.13,0.811267273,1,-,3937118,3937786,222,-,riboflavin-specific deaminase/reductase
LIC10117,36.23,32.43,1.12,0.887866199,1,+,134195,136045,616,-,hypothetical protein
LIC11749,36.20,32.91,1.10,0.927194427,1,-,2135434,2137215,593,-,hypothetical protein
LIC11379,36.18,36.97,0.98,0.962623013,1,+,1697211,1697687,158,-,hypothetical protein
LIC12888,36.17,40.18,0.90,0.942729818,1,-,3490741,3491295,184,-,hypothetical protein
LIC12125,36.13,29.56,1.22,0.901529834,1,-,2567634,2568554,306,rfbD,dTDP-4-dehydrorhamnose reductase
LIC12277,36.13,16.89,2.14,0.284774304,1,-,2749190,2749918,242,-,hypothetical protein
LIC11812,36.10,51.23,0.70,0.678611343,1,-,2203295,2204857,520,gshA,gamma-glutamylcysteine synthetase
LIC20075,36.07,61.00,0.59,0.388336219,2,+,82407,85346,979,-,adenylate/guanylate cyclase
LIC11737,36.07,35.05,1.03,0.959432864,1,-,2115725,2116522,265,-,hypothetical protein
LIC12458,36.06,42.20,0.85,0.922789027,1,-,2977283,2977813,176,-,5-formyltetrahydrofolate cyclo-ligase
LIC11298,36.01,42.19,0.85,0.922789027,1,+,1605283,1606386,367,-,hypothetical protein
LIC10389,36.00,65.11,0.55,0.499146549,1,+,445216,447156,646,-,ABC transporter ATP-binding protein
LIC10854,35.93,38.09,0.94,1,1,+,1029291,1030016,241,uppS,undecaprenyl pyrophosphate synthase
